code,nl
"function instantiate ( bytes _bytecode , bytes _args ) public payable returns ( address contractAddress ) { require ( bytecodeHash == keccak256 ( _bytecode ) ) ; bytes memory calldata = abi . encodePacked ( _bytecode , _args ) ; assembly { contractAddress := create ( 0 , add ( calldata , 0x20 ) , mload ( calldata ) ) } if ( contractAddress == address ( 0 ) ) { revert ( ""Cannot instantiate contract"" ) ; } else { Contract c = Contract ( contractAddress ) ; require ( c . supportsInterface ( 0x01ffc9a7 ) ) ; require ( c . supportsInterface ( 0x6125ede5 ) ) ; if ( price > 0 ) { require ( msg . value == price ) ; beneficiary . transfer ( msg . value ) ; } emit Instantiated ( msg . sender , contractAddress ) ; } }
","` msg.sender ` is passed as first argument for the newly created ` Contract ` .
"
"function startVoting ( uint startBlockNr , uint durationHrs ) onlyOwner { VOTING_START_BLOCKNR = max ( block . number , startBlockNr ) ; VOTING_END_TIME = now + max ( durationHrs , 1 ) * 1 hours ; }
","start voting at ` startBlockNr ` for ` durationHrs ` .
"
"function setFeeMsg ( Data storage self , bytes feeMsg ) internal returns ( bool success ) { bytes32 id = keccak256 ( abi . encodePacked ( 'fee.msg' , address ( this ) ) ) ; require ( self . Storage . setBytes ( id , feeMsg ) , ""Error: Unable to set storage value. Please ensure contract interface is allowed by the storage contract."" ) ; return true ; }
","Set fee message for contract interface
"
"function mintToken ( uint256 amount ) isOwner { require ( amount > 0 ) ; require ( tokenBalanceOf [ this ] <= icoMin ) ; require ( _totalSupply + amount > _totalSupply ) ; require ( tokenBalanceOf [ this ] + amount > tokenBalanceOf [ this ] ) ; _totalSupply += amount ; tokenBalanceOf [ this ] += amount ; allowed [ this ] [ owner ] = tokenBalanceOf [ this ] ; allowed [ this ] [ supervisor ] = tokenBalanceOf [ this ] ; tokenCreated ( msg . sender , amount , ""Additional metadollars created!"" ) ; }
","Create an amount of metadollars
"
"function burnFromWithData ( address _from , uint256 _value , bytes _data ) external ;
","Used to burn the securityToken on behalf of someone else
"
"function paymentRegularTokensPriority ( uint256 _amount , uint256 _rewardPercentageIndex ) public { uint256 regularTokensAvailable = balances [ msg . sender ] ; if ( regularTokensAvailable >= _amount ) { paymentRegularTokens ( _amount , _rewardPercentageIndex ) ; } else { if ( regularTokensAvailable > 0 ) { uint256 amountOfRewardsTokens = _amount . sub ( regularTokensAvailable ) ; paymentMixed ( regularTokensAvailable , amountOfRewardsTokens , _rewardPercentageIndex ) ; } else { paymentRewardTokens ( _amount ) ; } } }
","Process a payment that prioritizes the use of regular tokens .
"
"function resourcesAtTime ( uint256 _factoryId ) public view returns ( uint256 ) { Factory storage factory = factories [ _factoryId ] ; return _resourcesAtTime ( factory . ftype , factory . level , factory . collected_at ) ; }
","function for compute resource factory at time
"
"function execute ( address _to , uint _value , bytes _data ) returns ( uint8 ) ;
","Send a transaction to ` _to ` containing ` _value ` with RLP encoded arguments of ` _data `
"
"function setFee ( address stablecoin , uint256 _newFee ) public onlyOwner whenNotPaused { require ( isWhitelisted ( stablecoin ) , ""Stablecoin must be whitelisted prior to setting conversion fee"" ) ; tokenStorage_CD . setFee ( stablecoin , _newFee ) ; }
","Change fees associated with going from CarbonUSD to a particular stablecoin .
"
"function splitProfits ( ) external { require ( splitInService ) ; bytes memory empty ; uint i ; if ( ! isFrozen ) { require ( now >= relativeDateSave ) ; assetFreeze ( ) ; require ( balances [ selfAddress ] > 30000000000000 ) ; relativeDateSave = now + 30 days ; currentProfits = ( ( balances [ selfAddress ] - 30000000000000 ) / 10 ) * 7 ; amountInCirculation = safeSub ( 300000000000000 , balances [ selfAddress ] ) ; currentIteration = 0 ; actualProfitSplit = 0 ; } else { for ( i = currentIteration ; i < users . length ; i ++ ) { monthlyLimit [ users [ i ] ] = 5000000000000 ; if ( msg . gas < 240000 ) { currentIteration = i ; break ; } if ( allowed [ selfAddress ] [ users [ i ] ] == 0 ) { checkSplitEnd ( i ) ; continue ; } else if ( ( balances [ users [ i ] ] / allowed [ selfAddress ] [ users [ i ] ] ) < 19 ) { checkSplitEnd ( i ) ; continue ; } balances [ users [ i ] ] += ( balances [ users [ i ] ] * currentProfits ) / amountInCirculation ; actualProfitSplit += ( balances [ users [ i ] ] * currentProfits ) / amountInCirculation ; checkSplitEnd ( i ) ; Transfer ( selfAddress , users [ i ] , ( balances [ users [ i ] ] / amountInCirculation ) * currentProfits , empty ) ; } } }
","Split the monthly profits of the Casino to the users
"
"function changeFactoryUsageFee ( uint256 _newUsageCost ) public onlyOwner { emit LogChangeFactoryUsageFee ( usageCost , _newUsageCost , address ( this ) ) ; usageCost = _newUsageCost ; }
","used to change the fee of the usage cost
"
"function transferFromFrozenAccount ( address _from , address _to , uint256 _amount ) external onlyOwner whenNotPaused whenAccountFrozen ( _from ) whenAccountNotFrozen ( _to ) whenAccountNotFrozen ( msg . sender ) { super . doSend ( msg . sender , _from , _to , _amount , """" , """" , true ) ; }
","super.doSend to skip `` _from '' frozen checking
"
"function removeNFToken ( address _from , uint256 _tokenId ) internal { super . removeNFToken ( _from , _tokenId ) ; assert ( ownerToIds [ _from ] . length > 0 ) ; uint256 tokenToRemoveIndex = idToOwnerIndex [ _tokenId ] ; uint256 lastTokenIndex = ownerToIds [ _from ] . length . sub ( 1 ) ; uint256 lastToken = ownerToIds [ _from ] [ lastTokenIndex ] ; ownerToIds [ _from ] [ tokenToRemoveIndex ] = lastToken ; ownerToIds [ _from ] . length -- ; idToOwnerIndex [ _tokenId ] = 0 ; idToOwnerIndex [ lastToken ] = tokenToRemoveIndex ; }
","Use and override this function with caution .
"
"function confirmPrintProxy ( bytes32 _lockId ) public onlyCustodian { erc20Impl . confirmPrint ( _lockId ) ; }
","Pass-through control of print confirmation , allowing this contract 's custodian to act as the custodian of the associated active token implementation .
"
"function withdrawDAI ( address _receiver , uint _amount ) public onlyArbitrator { require ( _receiver != 0x0 ) ; require ( _amount > 0 ) ; require ( DAI . balanceOf ( address ( this ) ) >= _amount ) ; DAI . transfer ( _receiver , _amount ) ; emit DAIWithdrawn ( _receiver , _amount ) ; }
","this function lets arbitrator withdraw DAI to the provided address
"
"function reportAnswer ( bytes32 question_id , bytes32 last_history_hash , bytes32 last_answer_or_commitment_id , uint256 last_bond , address last_answerer , bool is_commitment ) onlyInitialized public { IMarket market = realitio_questions [ question_id ] . augur_market ; require ( realitio_questions [ question_id ] . bounty > 0 , ""Arbitration must have been requested for this question"" ) ; bool is_answered ; bytes32 last_answer ; _verifyInput ( question_id , last_history_hash , last_answer_or_commitment_id , last_bond , last_answerer , is_commitment ) ; ( is_answered , last_answer ) = _answerData ( question_id , last_history_hash , last_answer_or_commitment_id , last_bond , last_answerer , is_commitment ) ; require ( market . isFinalized ( ) , ""The augur market must have been finalized"" ) ; bytes32 answer = realitioAnswerFromAugurMarket ( market ) ; address winner ; if ( is_answered && last_answer == answer ) { winner = last_answerer ; } else { winner = realitio_questions [ question_id ] . disputer ; } realitio . submitAnswerByArbitrator ( question_id , answer , winner ) ; address owner = realitio_questions [ question_id ] . owner ; balanceOf [ owner ] += realitio_questions [ question_id ] . bounty ; delete realitio_questions [ question_id ] ; }
","Report the answer from a finalized Augur market to a Realitio contract with a question awaiting arbitration
"
"function getAddress ( string _nameKey ) external view returns ( address ) ;
","Returns the contract address
"
"function approve ( address _spender , uint256 _value ) public returns ( bool success ) { require ( checkVestingCondition ( _spender ) ) ; if ( balances [ msg . sender ] >= _value ) { approved [ msg . sender ] [ _spender ] = _value ; emit Approval ( msg . sender , _spender , _value ) ; return true ; } return false ; }
","Approve ` _value ` tokens for ` _spender `
"
"function ( ) public payable { if ( msg . sender != address ( exchange ) ) { errorReporter . revertTx ( ""An address other than the exchange cannot send ether to EDHandler fallback"" ) ; } }
","payable fallback to allow the exchange to return ether directly to this contract
"
"function finalizeAndPayoutForHopeful ( uint withId , uint payoutQuantity , uint finalSharePrice , uint finalCompetitionRank ) pre_cond ( isOracle ( ) ) pre_cond ( hopefuls [ withId ] . isDisqualified == false ) pre_cond ( block . timestamp >= endTime ) { hopefuls [ withId ] . finalSharePrice = finalSharePrice ; hopefuls [ withId ] . finalCompetitionRank = finalCompetitionRank ; hopefuls [ withId ] . payoutQuantity = payoutQuantity ; require ( MELON_CONTRACT . transfer ( hopefuls [ withId ] . registrant , payoutQuantity ) ) ; }
","Closing oracle service , inputs final stats and triggers payouts
"
"function executeRequest ( uint id ) external pre_cond ( ! isShutDown ) pre_cond ( requests [ id ] . status == RequestStatus . active ) pre_cond ( requests [ id ] . requestType != RequestType . redeem || requests [ id ] . shareQuantity <= balances [ requests [ id ] . participant ] ) pre_cond ( totalSupply == 0 || ( now >= add ( requests [ id ] . timestamp , module . pricefeed . getInterval ( ) ) && module . pricefeed . getLastUpdateId ( ) >= add ( requests [ id ] . atUpdateId , 2 ) ) ) { require ( module . pricefeed . hasRecentPrice ( address ( QUOTE_ASSET ) ) ) ; require ( module . pricefeed . hasRecentPrices ( ownedAssets ) ) ; var ( isRecent , , ) = module . pricefeed . getInvertedPrice ( address ( QUOTE_ASSET ) ) ; Request request = requests [ id ] ; uint costQuantity = toWholeShareUnit ( mul ( request . shareQuantity , calcSharePrice ( ) ) ) ; if ( request . requestAsset == address ( NATIVE_ASSET ) ) { var ( isPriceRecent , invertedNativeAssetPrice , nativeAssetDecimal ) = module . pricefeed . getInvertedPrice ( address ( NATIVE_ASSET ) ) ; if ( ! isPriceRecent ) { revert ( ) ; } costQuantity = mul ( costQuantity , invertedNativeAssetPrice ) / 10 ** nativeAssetDecimal ; } if ( isInvestAllowed && request . requestType == RequestType . invest && costQuantity <= request . giveQuantity ) { if ( ! isInAssetList [ address ( QUOTE_ASSET ) ] ) { ownedAssets . push ( address ( QUOTE_ASSET ) ) ; isInAssetList [ address ( QUOTE_ASSET ) ] = true ; } request . status = RequestStatus . executed ; assert ( AssetInterface ( request . requestAsset ) . transferFrom ( request . participant , this , costQuantity ) ) ; createShares ( request . participant , request . shareQuantity ) ; } else if ( isRedeemAllowed && request . requestType == RequestType . redeem && request . receiveQuantity <= costQuantity ) { request . status = RequestStatus . executed ; assert ( AssetInterface ( request . requestAsset ) . transfer ( request . participant , costQuantity ) ) ; annihilateShares ( request . participant , request . shareQuantity ) ; } else if ( isRedeemAllowed && request . requestType == RequestType . tokenFallbackRedeem && request . receiveQuantity <= costQuantity ) { request . status = RequestStatus . executed ; assert ( AssetInterface ( request . requestAsset ) . transfer ( request . participant , costQuantity ) ) ; annihilateShares ( this , request . shareQuantity ) ; } else { revert ( ) ; } }
","Executes active investment and redemption requests , in a way that minimises information advantages of investor
"
"function finalize ( ) external onlyOwner { require ( fundingEnabled ) ; totalSoldTokens = maxSaleToken . sub ( balanceOf [ fundingWallet ] ) ; totalProjectToken = totalSoldTokens . mul ( 50 ) . div ( 50 ) ; lock ( 0xf03eb5eD89Da5ccAC43498A2C56434e30505AB09 , totalProjectToken . mul ( 90 ) . div ( 100 ) , now ) ; lock ( 0xCAF7149Ef61E54F72ACdC7f44a05E5d7D1Db134B , totalProjectToken . mul ( 10 ) . div ( 100 ) , now ) ; balanceOf [ fundingWallet ] = 0 ; fundingEnabled = false ; Transfer ( this , fundingWallet , 0 ) ; Finalize ( msg . sender , totalSupply ) ; }
","BXN Allocation - finalize crowdfunding & time-locked vault of tokens allocated to BXN company , developers and Airdrop program .
"
"function setCrowdsaleAgent ( CrowdsaleAgent _crowdsaleAgent ) public onlyOwner { require ( address ( _crowdsaleAgent ) != address ( 0 ) ) ; crowdsaleAgent = _crowdsaleAgent ; }
","update crowdsale agent
"
"function _mint ( address _to , uint256 _tokenId ) internal { require ( _to != address ( 0 ) ) ; _addToken ( _to , _tokenId ) ; Transfer ( 0x0 , _to , _tokenId ) ; }
","Mint token function
"
"function adminImportOldMEBlock ( uint8 x , uint8 y ) external onlyOwner { ( uint id , address newLandlord ) = market . importOldMEBlock ( x , y ) ; emit LogBuys ( id , x , y , x , y , newLandlord ) ; }
","import blocks from previous version Million Ether Homepage
"
"function createDividendWithCheckpoint ( uint256 _maturity , uint256 _expiry , address _token , uint256 _amount , uint256 _checkpointId , bytes32 _name ) external withPerm ( MANAGE ) { _createDividendWithCheckpointAndExclusions ( _maturity , _expiry , _token , _amount , _checkpointId , excluded , _name ) ; }
","Creates a dividend with a provided checkpoint
"
"function makeOrder ( address onExchange , address sellAsset , address buyAsset , uint sellQuantity , uint buyQuantity ) returns ( uint id ) { id = SimpleMarket ( onExchange ) . offer ( sellQuantity , Asset ( sellAsset ) , buyQuantity , Asset ( buyAsset ) ) ; OrderUpdated ( id ) ; }
","Makes an order on the given exchange
"
"function canValidate ( address validator , uint256 attributeTypeID ) internal view returns ( bool ) { return ( _validators [ validator ] . exists && _attributeTypes [ attributeTypeID ] . approvedValidators [ validator ] && _attributeTypes [ attributeTypeID ] . exists ) ; }
","Internal function to determine if a validator at account ` validator ` can issue attributes of the type with ID ` attributeTypeID ` .
"
